,lang_name,iso639_3,glottocode,walscode,printname,Oc.printname,P3.printname,lat,lon,hjust,vjust,Oc.hjust,Oc.vjust,P3.hjust,P3.vjust,coord_notes,print,sort_affiliation,family_genus,genus_wals,genus.print,genus.rough,sclass.long,area.specific,area,area_glottolog,area_wals,refs,lang_comment,ref2,"elicited, pc etc.",include,Morph. Case,NP concord,WO,verb_object_order_wals,WO.WALS.,verb_object_order,WO.complex,adpos.dir,adposition_order_wals,adpos.WALS.sourced,adposition_order,adpositions (tendency),genitive.detail,genitive_order_wals,genitive.WALS.sourced,genitive_order,pro drop,NP order,"DemOrder (WALS clearly has the wrong value according to the citation there, Palmer 2002:503)",DemOrder.simple,demonstrative_order_wals,DemOrder.WALS.sourced,demonstrative_order,Dem. compat.APCdir,definite_article,article_distinct_third,article_order,demonstrative_as_third,third.Dem.complex,demonstrative_w_article,"Demtype (Dist., Pers/Dist)",Dem+Proper,Art+Proper,nominal_person,APC.complex,APC,APC_order,bound_person_order,boundPers.withAPC,person_allowed,person_third_available,number_allowed,person_complex,number_complex,N-Pron,Pron-N,APC+Proper,nominal_person_w_article,APC with def marker,unagreement,Pron-Num,full pronoun,affix,PronNum.non-suppletive,Pron.Num=N-Num,Pron.case=N.case,Modify pron by adj,Dem pron=adnom,Dempron restrictions,3rd=Dem.complex,Def by Dem,Def by 3rd pron,Pron+Dem,PPDC,PPDC_comment,PPDC_ref,Pron>Dem,Dem>Pron,“optional” number marking in NP,assoc. plural,V agr,we + X,inclusory pronoun construction,COMMENTS,PostP+preAPC,refs_bib,PPDC_refs_bib
55,Indonesian,ind,stin1234,ind,Indonesian,Indonesian,Indonesian,,,1.1,0.4,1.1,0.4,1.1,0.4,,1.0,"Austronesian, Malayo-Polynesian, Chamic, Malayic, Malay","Austronesian, Malayic",Malayo-Sumbawan,"Austronesian, Malayo-Sumbawan",Austronesian,"Austronesian, Malayic","Oceania, Indonesia",Asia,Papunesia,Papunesia,Sneddon 1996:170; (Ewing 2005),,,,y,,n,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,radical,N Dem,N Dem,N Dem,NDem,1.0,NDem,n,n,n,,n,n,,"2, dist [+2 discourse related ones)",,,y,y (appos),y,pre,n,,all?,all?,unclear (+pl),"all? (+1, )","all? (+pl, ?sg)",n,y,,,,,y,,n,,,,,,,n,y,,y,y_nn,no instances with noun,Sneddon 1996:169,y,no info,y,,n,,,,,sneddon1996[170];(ewing2005),sneddon1996[169]
56,Papuan Malay,pmy,papu1250,iir,,Papuan Malay,,-2.53482,139.651,0.5,-0.7,0.5,-0.8,1.7,0.5,,1.0,"Austronesian, Malayo-Polynesian, Malayic","Austronesian, Malayic",Malayo-Sumbawan,"Austronesian, Malayo-Sumbawan",Austronesian,"Austronesian, Malayic","Oceania, Papua New-Guinea","Oceania, Melanesia",Papunesia,Papunesia,Kluge 2017:ch. 6.2,,,,y,n,n,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,GenN,,(Num) N Prn (Num) Dem,N Dem,N Dem,,0.0,NDem,y,n,n,,n,n,,"2, dist",,,y,y,y,post,n,,all,y,all,all (except 1sg unattested/homonymous with possessive construction),all,y,n,,,,,y,,n,,,,,,,n,(specificity p. 410),y?,y,y,,"Kluge 2017:353, (66/67)",y,n,y (through pronouns?),,,,,,,kluge2017[ch. 6.2],"kluge2017[353, (66/67)]"
57,Madurese,mad,nucl1460,mdr,Madurese,Madurese,Madurese,-7.0,113.0,0.7,-0.7,0.7,-0.7,0.7,-0.7,,1.0,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan, Madurese","Austronesian, Malayo-Sumbawan",Malayo-Sumbawan,,Austronesian,"Austronesian, Malayo-Sumbawan","Oceania, Indonesia",Oceania,Papunesia,Papunesia,Davies 2010,possibly radical prodrop? plural forms of pronouns marginal,,,no info,,,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,,,radical?,N Adj Dem,N Dem,N Dem,,0.0,NDem,n,y (suffix),y,,,n,,"2, dist",y,,no info,no info,no info,,n,,,,,,,,,,,,,,,n,y (to the extent that plural used),,,,,,y (inanimate),,,,,,,,,y (even in pron),,,,,optional classifiers? preposition stranding is bad,,davies2010,
58,Standard Fijian,fij,fiji1243,fij,,,,-18.0,178.33,,,,,,,,,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Oceanic, Central Pacific linkage, Tokelau-Fijian",,Oceanic,,Austronesian,"Austronesian, Oceanic","Oceania, Fiji","Oceania, Melanesia",Papunesia,Papunesia,"Palmer 2017, Schütz 2014",,,,,,,VO,VO,1.0,VO,VOS,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,,Art N Dem,N Dem,N Dem,NDem,1.0,NDem,n,y,y,ArtN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"palmer2017,schuetz2014",
59,Loniu,los,loni1238,lon,,Loniu,,-2.06124,147.35,0.0,-0.7,0.5,-0.7,,,,1.0,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands","Austronesian, Admiralty Islands",Oceanic,"Austronesian, Oceanic",Oceanic,"Austronesian, Oceanic, Admiralty Islands","Oceania, Admiralty Islands","Oceania, Melanesia",Papunesia,Papunesia,Hamel 1994:90 (sec. 4.2.1),,,,y,,n?,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,n?,Det N Adj Dem,N Dem,N Dem,NDem,1.0,NDem,n,n,n,,n,n,,"3 (4), dist",,,y,y,y,pre,n,,all,y,all,all,"all (+sg, +pauc, +pl)",n,y,,,,,,,,,,,,,,n,?,y,y,y,,Hamel 1994:100,y,n,y,,,,,,,hamel1994[90 (sec. 4.2.1)],hamel1994[100]
60,Windesi Wamesa (Wandamen),wad,wame1241,,,Windesi Wamesa,12,-2.25622,133.996,0.6,1.6,0.25,1.6,1.4,0.4,coordinates for wand1267,1.0,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Greater South Halmahera-West New Guinea","Austronesian, Oceanic, Greater South Halmahera-West New Guinea",Oceanic,"Austronesian, Oceanic",Austronesian,"Austronesian, Oceanic, Greater South Halmahera-West New Guinea","Oceania, Papua New-Guinea","Oceania, Melanesia",Papunesia,Papunesia,Gasser 2014:144,(Cowan 1955),,,y,,,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,GenN,agree,N (Adj) (RC) Det (Q/Num),N Dem,N Dem,,0.0,NDem,n,y,y,NArt,n,n,y,"3, dist [also on Determiner and deictic]",,,y,y,n,,post,,all,y,non-sg,all?,non-sg (exc 3),y,n,,y,,,,,y,,,,,,,n,,,,,,,,,? (phrasal affix but mostly required,,,,,,,gasser2014[144],
61,Maori,mri,maor1246,mao,Maori,Maori,Maori,-38.2881,176.541,0.5,-0.8,0.5,-0.7,0.5,-0.8,,1.0,"Austronesian, Malayo-Polynesian, Oceanic, Polynesian, East, Tahitic","Austronesian, Polynesian",Oceanic,"Austronesian, Oceanic",Austronesian,"Austronesian, Oceanic, Polynesian","Oceania, Polynesia","Oceania, Polynesia",Papunesia,Papunesia,"(Q) Bauer 1993:368, 373; Bauer 1997:262f.",(Harlow 2007),Bauer 1993,,y,,,VO,VO,1.0,VO,VSO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,"„In all persons, pronouns can be deleted anaphorically, although this is commoner with 3rd person pronouns)","Det [Art, Dem, Poss] N Adj Q Adv",Dem N,Dem N,mixed,1.0,mixed,y,y (specificity),y,ArtN,n,n,"y (Art N Deict Part, if prenominal one combined form of article and deictic)","3, pers [determiner+deictic particle+N/determiner+N+deictic particle]",,,y,y,y,pre,n,,all,y,all,all,all,n,y,,y,y,,y,,n,,,,,,,n,,,y (marked),y_nn,no instances with noun,Bauer 1997:263f.,y,n?,"n (distinction in few nouns, but marked on determiner)",,,n,y,inclusory pronoun constructions,,"bauer1993[368, 373];bauer1997[262f.]",bauer1997[263f.]
62,Tuvaluan,tvl,tuva1244,tvl,Tuvaluan,Tuvaluan,Tuvaluan,-8.520813,179.198088,0.7,1.6,0.6,-0.7,0.6,-0.9,,1.0,"Austronesian, Malayo-Polynesian, Oceanic, Polynesian, Samoic Outlier, Ellicean","Austronesian, Polynesian",Oceanic,"Austronesian, Oceanic",Austronesian,"Austronesian, Oceanic, Polynesian","Oceania, Polynesia","Oceania, Polynesia",Papunesia,Papunesia,(Q) Besnier 2000:392f.,,,,y,Case,,VO,OV,2.0,VO,VSO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,generally no,„any“ Art/PossPron Q Collect/prepos.Num N Adj Deict.adv Intensif Dem PossP PP RC,N Dem,N Dem,NDem,1.0,NDem,n,y (specificity),y,ArtN,n,n,y,"3, pers",,,y,y,y,pre,n,,all,y,all,all,all,n,y,y,y,y (optional? notice that def article can „coalesce with words whose initial segment is t“),,,,n,,,,n (but by Dem and RC),,,n,,,y,y_nn,no instances with noun,Besnier 2000:409,y,n?,n (oblig marking on article),,"number for some V, never person",,y,demonstrative cannot modify indefinite noun phrases,,besnier2000[392f.],besnier2000[409]
63,Kwaio,kwd,kwai1243,kwa,,Kwaio,Kwaio,-8.93744,160.965,-0.2,0.1,-0.2,0.5,-0.1,0.7,,1.0,"Austronesian, Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic","Austronesian, Southeast Solomonic",Oceanic,"Austronesian, Oceanic",Austronesian,"Austronesian, Oceanic, Southeast Solomonic","Oceania, Solomon Islands","Oceania, Melanesia",Papunesia,Papunesia,Keesing 1985:104,,,,y,,,OV,VO,1.0,VO,SOV,pre,pre,1.0,pre,pre,,,0.0,NGen,agree,Art/Q N Adj Dem ,N Dem,N Dem,NDem,1.0,NDem,n,"(y, specificity?)",y,ArtN,n,n,y,"2, dist (+other dimensions, possibly not adnominal)",,y(? check personal articles),y,y?,y,pre,n,,all?,y,unclear,"all? (+13, ?2)","unclear (+trial/paucal, not full plural p. 104)",(y?) (plurality marking),y,,unclear,no info,possibly?,,,n,,,,,,,n,,,,,,,,,,,"y (subj, obj)",,y? (p. 87),,,keesing1985[104],
64,Arop-Lokep,apr,arop1243,alk,,Arop-Lokep,,-5.31671,147.103,-0.2,0.4,-0.1,0.5,,,,1.0,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage, Korap linkage","Austronesian, Western Oceanic linkage",Oceanic,"Austronesian, Oceanic","Austronesian, Western Oceanic linkage","Austronesian, Oceanic, Western Oceanic linkage","Oceania, Papua New-Guinea","Oceania, Melanesia",Papunesia,Papunesia,D’Jernes 2002:255,,,,y,n,n,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,agree,Pos Pron N A Q Pos Det Dem,N Dem,N Dem,NDem,1.0,NDem,n,n,n,,n,n,,"3, pers",,,y,y,y,pre,n,,all,y,non-sg?,"all (+1,+3)",non-sg? (+pl),n,y,,,,,,,n,,,,,,,n,,,?,y,,D’Jernes 2002:255,,,unclear,,,,,,,d’jernes2002[255],d’jernes2002[255]
65,Cheke Holo,mrn,chek1238,ckh,,Cheke Holo,Cheke Holo,-8.27055,159.625,0.5,-0.7,0.2,1.7,,,,1.0,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Northwest Solomonic","Austronesian, Western Oceanic linkage",Oceanic,"Austronesian, Oceanic",Oceanic,"Austronesian, Oceanic, Western Oceanic linkage","Oceania, Solomon Islands","Oceania, Melanesia",Papunesia,Papunesia,Boswell 2018:165,,,,y,,,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,NGen,,,(Dem?) N Dem ,N Dem,,0.0,NDem,n,n,n,,n,n,,,,,y,y,y,pre,n,,,,non-sg?,"unclear (+1, +2?)",non-sg?,,,,,,,,,,,,,,,,n,,,y,y,,Boswell 2018:165,y,n,,,,,,,,boswell2018[165],boswell2018[165]
66,Hoava,hoa,hoav1238,hoa,,Hoava,Hoava,-8.19679,157.595,0.9,1.6,0.5,1.7,0.8,1.55,,1.0,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Oceanic, Western Oceanic linkage, Meso Melanseian linkage","Austronesian, Western Oceanic linkage",Oceanic,"Austronesian, Oceanic",Austronesian,"Austronesian, Oceanic, Western Oceanic linkage","Oceania, Solomon Islands","Oceania, Melanesia",Papunesia,Papunesia,Davis 2003:47; Palmer 2017,,,,y,,,VO,VO,1.0,VO,VSO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,,Art Q/Mod N Mod Restr Dem PP RC,N Dem,N Dem,NDem,1.0,NDem,n,y,n,ArtN,n,n,y,"3, dist",,,y,y,y,pre,n,,all,y,all?,all,all?,n,y,y,n,n,,y,,n,,,,,,,n,,y,y,y,,Davis 2003:48,y,n,?,,,,,,,davis2003[47];palmer2017,davis2003[48]
67,Kokota,kkk,koko1269,kkt,,Kokota,Kokota,-8.16481,159.191,-0.2,-0.7,0.7,-0.75,0.3,-0.6,,1.0,"Austronesian, Malayo-Polynesian, Central-Eastern Malyao-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage","Austronesian, Western Oceanic linkage",Oceanic,"Austronesian, Oceanic",,"Austronesian, Oceanic, Western Oceanic linkage","Oceania, Solomon Islands","Oceania, Melanesia",Papunesia,Papunesia,"Palmer 2008:68, 95, (115), 116, 119, 123, 131, 137, 163, 242, 300, 305, 327, 399, 414",,,,y,,,VO,VO,1.0,VO,VSO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,,,N Dem,N Dem,DemN,0.0,NDem,n,y (specific),y,ArtN,n,n,y,,,,y,y,y,pre,n,,all,y,unclear,,,n,y,,y,"(y, specific article possible)",,,,,,,,,,,,,,,y,,Palmer 2008:116,y,n,,,,,,,,"palmer2008[68, 95, (115), 116, 119, 123, 131, 137, 163, 242, 300, 305, 327, 399, 414]",palmer2008[116]
68,Rapanui,rap,rapa1244,rap,Rapanui,Rapanui,Rapanui,-27.113,-109.342,0.5,-0.7,0.5,-0.7,0.5,-0.7,,1.0,"Austronesian, Malayo-Polynesian, Oceanic, Polynesian, East","Austronesian, Polynesian",Oceanic,,Austronesian,"Austronesian, Polynesian","Oceania, Polynesia","Oceania, Polynesia",Papunesia,Papunesia,Du Feu 1996,,,,no info,y,,VO,VO,1.0,VO,VSO,pre,pre,1.0,pre,pre (? also some post-markings),,NGen,1.0,NGen,"pronouns not obligatory, only for emphasis or disambiguation",Case Discourse N dist/visible/known-marker,N Dem?,N Dem,NDem,1.0,NDem,n,"y (specificity, knownness)",y,,,n,,,,,no info,no info,no info,,n,,,,,,,,,,,,,,,n,,,,,,,n,,,,,,,,,,,,,,,,dufeu1996,
69,Vaeakau-Taumako,piv,pile1238,pil,Vaeakau-Taum.,Vaeakau-Taum.,Vaeakau-Taum.,-10.173335,166.247188,0.0,1.5,0.0,1.5,0.0,1.5,,1.0,"Austronesian, Malayo-Polynesian, Oceanic, Polynesian, Samoic Outlier, Futunic","Austronesian, Polynesian",Oceanic,,Austronesian,"Austronesian, Polynesian","Oceania, Polynesia","Oceania, Polynesia",Papunesia,Papunesia,Næss&Hovdhaugen 2011,,,,no info,,,VO,,0.0,VO,SVO,pre,,,,pre,,,,,,(?) Art [Adj] N Dem,N Dem,N Dem,,0.0,NDem,n,"y (specificity, num)",y,ArtN,,,y (optional),"3, pers",,,no info,no info,no info,,n,,,,,,,,,,,,,,,n,,,,,,,,,,y (Pron Dem),,,,y,n?,,,,,y,,,næsshovdhaugen2011,
70,Hixkaryana,hix,hixk1239,hix,Hixkaryana,Hixkaryana,Hixkaryana,-0.16265,-58.80153,0.5,-0.7,0.5,-0.7,0.5,-0.7,,1.0,Carib,Carib,Cariban,Cariban,Carib,Carib,"America, South","America, South",South America,South America,(Q) Derbyshire 1979:131,,,,y,,,OV,OV,1.0,OV,OVS,post,post,1.0,post,post,,GenN,1.0,GenN,,,,,,,,n,n,n,,,,,,,,n,n,n,,n,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,derbyshire1979[131],
71,Wari',pav,wari1268,war,Wari',Wari',Wari',-10.69948,-64.56152,0.5,-0.8,0.5,-0.7,0.5,-0.8,,1.0,Chapakuran,Chapakuran,Chapacura-Wanham,Chapacura-Wanham,Chapakuran,Chapakuran,"America, South","America, South",South America,South America,"(Q) Everett&Kern 1997:303, 310",,,,y,,,VO,VO,1.0,VO,VOS,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,,,N Dem,N Dem,NDem,1.0,NDem,n,n,n,,n,n,,,,,y,y?,y,pre,n,,only 3,only 3,unclear,only 3,unclear (all?),n,y,,,,,,,n,,,,,,,n,,,? in apposition to emphatic pronouns,n,,,,,,,,,,,,"everettkern1997[303, 310]",
72,Chitimacha,ctm,chit1248,ctm,Chitimacha,Chitimacha,Chitimacha,30.3386,-90.9123,-0.15,0.5,,,,,,1.0,Chitimacha,Chitimacha,Chitimacha,Chitimacha,,Chitimacha,"America, North","America, North",North America,North America,Swadesh 1967:333,,,,y,,,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,agree,(Dem/Pos/Pron) N (Adj) (Q),Dem N,Dem N,,0.0,DemN,y,n,n,,n,n,,"2 dist, 1 anaphoric",,,y,y,y,pre,n,,,,,unclear (+1),unclear (+pl),n,y,,,,,,,,,,,,,,n,y,,,,,,,,"(some nouns have systematic plural forms, others disambiguated by verbal agreement, one determiner has distinct plural form)",,,,,,,swadesh1967[333],
73,Ndyuka,djk,ndyu1242,ndy,Ndyuka,Ndyuka,Ndyuka,4.3126,-54.6419,0.5,-0.8,0.5,-0.7,0.5,-0.8,,1.0,"Creole, English-based","Creole, English-based",Creoles and Pidgins,Creoles and Pidgins,"Creole, English-based","Creole, English-based","America, South, Suriname","America, South",South America,South America,"(Q) Huttar&Huttar 1994:224, 460, 466f.",,,,y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,no (although in some respect discourse drop seems possible,all Art Adj N (Adj) PP/RC,"Dem N Adv; WALS decision questionably based on postnominal adverb (if anything, “both” might be more appropriate)",Dem N,NDem,1.0,NDem,n,y (=3rd),n,ArtN,n,n,"no distinct dem.adjectives! [Art N Adv, the woman here]",,,,y,y,y,pre,n,,all,y,non-sg,all (3 homon. to def. art),"non-sg [but cf. example p. 224, (1059)]",n,y,,n,n,,y,,n,,,,,,,"n (sort of, formally equivalent to def. art)",,y,y [N/pron+„dati“ as emphasizer; also Pron+loc.adv: „I here“],y_nn,only if postnominal markers identified as demonstratives; only instances without nouns,"Huttar & Huttar 1994:203, 329",y,n,"y/n (not marked on nouns, but on def. articles)",y (Plural pronouns can precede a noun or noun phrase with singular reference...),,,,,,"huttarhuttar1994[224, 460, 466f.]","huttarhuttar1994[203, 329]"
74,Nigerian Pidgin,pcm,nige1257,npi,Nig.Pidgin,Nig.Pidg.,Nig.Pidg.,9.65873,4.21068,0.85,1.65,0.7,1.6,0.8,1.7,,1.0,"Creole, English-based","Creole, English-based",Creoles and Pidgins,Creoles and Pidgins,"Creole, English-based","Creole, English-based","Africa, West",Africa,Africa,Africa,"(Q) Faraclas 1996:178, 181",,,pc Faraclas,y,,,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,GenN,no,,Dem N,Dem N,,0.0,DemN,y,y (but optional?),y,ArtN,n,n,n,"2, dist",,n,y,y (described as topic-comment),y,pre,n,,all,y,all,all (+1),all (+pl),n,y,,n,n,,,,n,,,,,,,n,,,,,,,,,y (typ. no pl on demonstratives; otherwise postnominal marker „dem“),,,,,,,"faraclas1996[178, 181]",
75,Kristang,mcm,mala1533,mlc,Kristang,Kristang,Kristang,2.188087,102.262059,0.5,-0.7,0.5,1.7,0.5,-0.7,,1.0,"Creole, Portuguese","Creole, Portuguese-based",Creoles and Pidgins,Creoles and Pidgins,"Creole, Portuguese-based","Creole, Portuguese-based","Asia, Southeast",Asia,Papunesia,Eurasia,Baxter 1988:86,,,,y,n,(n?),VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,GenN,radical? (Core and peripheral Nps may readily be deleted in context),Q Det/Poss Q N Adj Onum Poss2 ,Dem N,Dem N,,0.0,DemN,y,n,n,,n,n,,"2, dist",,,y,y,y,pre,n,,all,y,non-sg,"all (+1, ?23)",non-sg,n,y,,,,,,,n,n (possibly for 2/3?),n,,,,,n,y,n?,,,,,,,"y (reduplication, premodifiers)",,n,,,,,baxter1988[86],
76,Kannada,kan,nucl1305,knd,Kannada,Kannada,Kannada,13.5878,76.1198,1.2,0.4,1.1,0.4,1.2,0.4,,1.0,"Dravidian, Southern",Dravidian,Dravidian,Dravidian,Dravidian,Dravidian,"Asia, South",Asia,Eurasia,Eurasia,"(Q) Sridhar 1990:205, 208f.",,,,y,,,OV,OV,1.0,OV,SOV (?),post,post,1.0,post,post,,GenN,1.0,GenN,"radical (generally do not occur in noncontrastive, nonemphatic contexts)",Dem Poss Q Intens Adj RC N HeadN particles,Dem N,Dem N,DemN,1.0,DemN,y,n,n,,n,n,,"2, dist",,,y,y,y,pre,n,,all,y,non-sg?,all (3 grammatical but of infrequent occurrence),non-sg? (+pl),n,y,,,,,y,,n,y,n,y,,,,y (but distinct from adnominal dem),(y),n,,,,,,,y (optional for non-human),,y,n,,distinguishes adnominal and pronominal demonstratives,y,"sridhar1990[205, 208f.]",
77,Malayalam,mal,mala1464,mym,Malayalam,Malayalam,Malayalam,9.59208,76.7651,1.1,0.8,1.1,0.8,1.1,0.8,,1.0,"Dravidian, Southern",Dravidian,Dravidian,Dravidian,Dravidian,Dravidian,"Asia, South",Asia,Eurasia,Eurasia,(Q) Asher&Kumari 1997:262f.,,,,y,,,OV,OV,1.0,OV,SOV,post,,0.0,post,post,,GenN,1.0,GenN,"radical (may occur in noncontrastive, nonemphatic contexts)",,Dem N,Dem N,DemN,1.0,DemN,y,n?,n,,n,n,NA?,"2, dist [remote sometimes unmarked]",,,y,y,y,pre,n,,all,y,non-sg?,all (3 grammatical but of infrequent occurrence),non-sg? (+pl),n,y,,,,,,,n,,,,,,,y (but distinct from adnominal),,,,,,,,,,,n,,,,,asherkumari1997[262f.],
78,Tamil,tam,tami1289,tml,Tamil,Tamil,Tamil,10.520219,78.825989,-0.15,0.4,0.0,-0.7,-0.15,0.4,,1.0,Dravidian,Dravidian,Dravidian,Dravidian,Dravidian,Dravidian,"Asia, India, South",Asia,Eurasia,Eurasia,"(Q) Asher 1985:142, 146",,,,y,y,n,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,radical (with subj agree),RC (Poss/Dem) Q Adj N all emph,Dem N,Dem N,DemN,1.0,DemN,y,n,n,,n,n,,"2, dist",,,y,y,y,pre,n,,all,y,non-sg,all,non-sg,n,y,,,,,y,,n,y,y,y,,,,y (but distinct from adnominal dem),y,(y),,,,,,,n (y for nonrational),,y,n,,no plural forms of demonstratives,y,"asher1985[142, 146]",
79,West Greenlandic (Kalaallisut),kal,kala1399,grw,Kalaallisut,Kalaallisut,Kalaallisut,69.3761,-52.864,0.5,1.6,0.5,1.6,0.5,1.6,,1.0,"Eskimo-Aleut, Eskimo, Inuit-Inupiaq",Eskimo-Aleut,Eskimo,Eskimo,Eskimo-Aleut,Eskimo-Aleut,Greenland,"America, North",North America,Eurasia,"(Q) Fortescue 1984:110, 253, 256f.",,,,y,y,y,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,agree?,(PossessorNP) N Dem,N Dem,both,mixed,1.0,mixed,y,n,n,,y,y,,,,,y,y (participial construction),y,post,n,,all,y,all,all (dem=3),all,y,n,,,,,y,,n,,,,,,,y,y,(y),,,,,,,n,y (different from pl),y,y?,,,,"fortescue1984[110, 253, 256f.]",
80,Welsh,cym,wels1247,wel,Welsh,Welsh,Welsh,52.0,-4.0,1.2,0.5,1.2,0.5,1.2,0.5,,1.0,"IE, Celtic, Brittonic","IE, Celtic",Celtic,"\gls{ie}, Celtic",IE,"IE, Celtic, Brittonic","Europe, Britain",Europe,Eurasia,Eurasia,,,,David Willis (p.c.),y,,,VO,VO,1.0,VO,VSO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,,,N Dem,N Dem,NDem,1.0,NDem,n,y,y,ArtN,n,n,y,,,,y,y,y,pre,n,,no 3,n,non-sg,no 3,non-sg,n,y,,n,n,,,,n,,,,,,,n,,,n,n,,,,,,,,,,,,,
81,Danish,dan,dani1285,dsh,Danish,Danish,Danish,54.8655,9.36284,0.5,-0.8,0.5,-0.7,0.5,-0.8,,1.0,"IE, Germanic, North","IE, Germanic",Germanic,"\gls{ie}, Germanic",IE,"IE, Germanic, North","Europe, Denmark",Europe,Eurasia,Eurasia,Johannessen 2008; Schröter 2021,,,Sten Vikner (p.c.); elicit,y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,GenN,1.0,GenN,n,Dem Num Adj N,Dem N,Dem N,DemN,1.0,DemN,y,y (suffix),y,,y,y/n (overlap in 3pl/distal),,"2, dist",,,y,y,y,pre,n,,all,y,non-sg,all [3 only sg],non-sg [except 3sg],n,y,,n,n,n,,,n,,,,,,,y/n (overlap in 3pl/distal),,,,,,,,,,,,,,,,johannessen2008;schroeter2021,
82,Icelandic,isl,icel1247,ice,Icelandic,Icelandic,Icelandic,63.4837,-19.0212,0.5,-0.8,0.5,-0.7,0.5,-0.8,,1.0,"IE, Germanic, North","IE, Germanic",Germanic,"\gls{ie}, Germanic",IE,"IE, Germanic, North","Europe, Iceland",Europe,Eurasia,Eurasia,Johannessen 2008; Siggurdsson & Wood 2020:11f.,,,elicit,y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,n,Dem Num Adj N,Dem N,Dem N,DemN,1.0,DemN,y,y,y,,y,(y),,,,,y,y,y,pre,n,,all,y,non-sg,no 3,non-sg,n,y,,n,unclear?,n,,,n,,,,,,,n,,,,,,,,,,,,,,,,johannessen2008;siggurdssonwood2020[11f.],
83,Norwegian,nor (nob/nno),norw1258,nor,Norwegian,Norwegian,Norwegian,61.0,8.0,0.5,-0.8,0.7,-0.7,0.5,-0.8,from WALS,1.0,"IE, Germanic, North","IE, Germanic",Germanic,"\gls{ie}, Germanic",IE,"IE, Germanic, North","Europe, Norway",Europe,Eurasia,Eurasia,"Julien 2005:127, 129; Johannessen 2008",,,elicit,y,only pron,"y (gender, number; on det/dem)",VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,n,Dem Num Adj N [def art always N-suffix],Dem N,Dem N,DemN,1.0,DemN,y,y (N-suffix),y,,y,"y (distal; sg inanim, pl)",y (high register exception),"2, dist",,,y,y,y,pre,n,,all,y,non-sg,all [3 only sg],non-sg [except 3sg],n,y,,y,n (y in colloquial),n,y,y,n,,,,,,,"y (distal; sg inanim, pl)",n,n,n,n,,,,,n,n,n,,,,,"julien2005[127, 129];johannessen2008",
